    1  2.08767e-01 -7.43757e-02 -4.49570e-01 -2.93832e-01  2.45577e-02 -3.42242e-01  1.44225e-01 -2.56270e+00  2.61400e-02 -3.26423e-01  1.42061e-01 -2.55540e+00  3.71259e-01
    2  1.74340e-01 -1.43294e-01  2.15852e-01  4.89193e-01  2.54638e-02 -6.87967e-01  1.42951e-01  1.15525e+00  2.61400e-02 -6.40582e-01  1.42061e-01  1.17231e+00  3.71259e-01
    3  1.26057e-01 -1.94313e-01  9.11053e-02 -5.21586e-01  2.68240e-02 -9.95312e-01  1.40176e-01 -1.39787e+00  2.61400e-02 -9.54743e-01  1.42061e-01 -1.38318e+00  3.71259e-01
    4  6.52133e-02 -2.21555e-01 -3.68838e-01  3.80973e-01  2.66697e-02 -1.28454e+00  1.40591e-01  2.34001e+00  2.61399e-02 -1.26890e+00  1.42061e-01  2.34453e+00  3.71260e-01
    5 -5.99843e-03 -2.27465e-01  5.22607e-01 -1.13723e-01  2.58882e-02 -1.59716e+00  1.43025e-01 -2.14266e-01  2.61399e-02 -1.58307e+00  1.42061e-01 -2.10952e-01  3.71259e-01
    6 -8.04361e-02 -2.16251e-01 -4.98905e-01 -1.92149e-01  2.66173e-02 -1.92690e+00  1.42914e-01 -2.77396e+00  2.61399e-02 -1.89723e+00  1.42061e-01 -2.76643e+00  3.71259e-01
    7 -1.46787e-01 -1.87425e-01  3.05731e-01  4.34613e-01  2.83372e-02 -2.23520e+00  1.41180e-01  9.57754e-01  2.61398e-02 -2.21139e+00  1.42061e-01  9.61273e-01  3.71259e-01
    8 -1.95158e-01 -1.37838e-01 -9.54593e-03 -5.32080e-01  2.85430e-02 -2.52666e+00  1.41600e-01 -1.58874e+00  2.61398e-02 -2.52554e+00  1.42061e-01 -1.59421e+00  3.71259e-01
    9 -2.22264e-01 -6.98083e-02 -2.88825e-01  4.51669e-01  2.71372e-02 -2.83727e+00  1.43712e-01  2.13973e+00  2.61399e-02 -2.83971e+00  1.42061e-01  2.13350e+00  3.71259e-01
   10 -2.30234e-01  5.74428e-03  4.88497e-01 -2.19727e-01  2.65204e-02  3.11665e+00  1.43455e-01 -4.22690e-01  2.61400e-02  3.12932e+00  1.42061e-01 -4.21983e-01  3.71260e-01
   11 -2.20781e-01  7.58115e-02 -5.22585e-01 -8.70051e-02  2.72458e-02  2.81083e+00  1.40332e-01 -2.97662e+00  2.61400e-02  2.81516e+00  1.42061e-01 -2.97746e+00  3.71260e-01
   12 -1.91779e-01  1.33554e-01  3.81328e-01  3.65692e-01  2.73080e-02  2.53329e+00  1.39571e-01  7.64471e-01  2.61400e-02  2.50100e+00  1.42061e-01  7.50241e-01  3.71259e-01
   13 -1.41027e-01  1.78950e-01 -1.14077e-01 -5.21836e-01  2.59558e-02  2.23823e+00  1.42663e-01 -1.78602e+00  2.61400e-02  2.18684e+00  1.42061e-01 -1.80524e+00  3.71259e-01
   14 -7.30937e-02  2.12037e-01 -1.89829e-01  5.02760e-01  2.51511e-02  1.90276e+00  1.44402e-01  1.93182e+00  2.61400e-02  1.87268e+00  1.42061e-01  1.92247e+00  3.71259e-01
   15  4.96430e-04  2.27769e-01  4.30704e-01 -3.15504e-01  2.59396e-02  1.56862e+00  1.42524e-01 -6.32228e-01  2.61400e-02  1.55852e+00  1.42061e-01 -6.33012e-01  3.71259e-01
   16  6.87309e-02  2.18943e-01 -5.29728e-01  2.30249e-02  2.63299e-02  1.26662e+00  1.40571e-01  3.09815e+00  2.61401e-02  1.24436e+00  1.42061e-01  3.09469e+00  3.71259e-01
   17  1.27081e-01  1.83483e-01  4.54745e-01  2.76803e-01  2.49079e-02  9.65050e-01  1.41707e-01  5.46791e-01  2.61401e-02  9.30201e-01  1.42061e-01  5.39214e-01  3.71260e-01
   18  1.75355e-01  1.27839e-01 -2.30713e-01 -4.83396e-01  2.35461e-02  6.29945e-01  1.43450e-01 -2.01610e+00  2.61401e-02  6.16039e-01  1.42061e-01 -2.01627e+00  3.71259e-01
   19  2.10753e-01  6.26536e-02 -6.96590e-02  5.28253e-01  2.41711e-02  2.88964e-01  1.41952e-01  1.70191e+00  2.61401e-02  3.01879e-01  1.42061e-01  1.71144e+00  3.71259e-01
   20  2.25855e-01 -4.60510e-03  3.48889e-01 -3.97941e-01  2.55159e-02 -2.03868e-02  1.40040e-01 -8.50984e-01  2.61401e-02 -1.22806e-02  1.42061e-01 -8.44040e-01  3.71259e-01
   21  2.14472e-01 -7.17174e-02 -5.14381e-01  1.36431e-01  2.55709e-02 -3.22701e-01  1.41600e-01  2.88233e+00  2.61400e-02 -3.26440e-01  1.42061e-01  2.88367e+00  3.71259e-01
   22  1.77647e-01 -1.36646e-01  5.09252e-01  1.69899e-01  2.51153e-02 -6.55677e-01  1.44101e-01  3.22014e-01  2.61399e-02 -6.40599e-01  1.42061e-01  3.28186e-01  3.71259e-01
   23  1.23209e-01 -1.92018e-01 -3.33517e-01 -4.19384e-01  2.60257e-02 -1.00031e+00  1.43558e-01 -2.24264e+00  2.61400e-02 -9.54757e-01  1.42061e-01 -2.22729e+00  3.71259e-01
   24  5.98866e-02 -2.26648e-01  4.51247e-02  5.28969e-01  2.74779e-02 -1.31247e+00  1.40922e-01  1.48570e+00  2.61400e-02 -1.26892e+00  1.42061e-01  1.50041e+00  3.71260e-01
   25 -7.44014e-03 -2.33634e-01  2.59257e-01 -4.62613e-01  2.73202e-02 -1.60263e+00  1.40612e-01 -1.05999e+00  2.61399e-02 -1.58308e+00  1.42061e-01 -1.05507e+00  3.71260e-01
   26 -7.63037e-02 -2.15621e-01 -4.76162e-01  2.42292e-01  2.61573e-02 -1.91092e+00  1.42718e-01  2.67089e+00  2.61399e-02 -1.89724e+00  1.42061e-01  2.67263e+00  3.71260e-01
   27 -1.42033e-01 -1.80566e-01  5.30935e-01  5.96232e-02  2.63886e-02 -2.23731e+00  1.42723e-01  1.11830e-01  2.61399e-02 -2.21140e+00  1.42061e-01  1.17153e-01  3.71259e-01
   28 -1.95729e-01 -1.33294e-01 -4.05029e-01 -3.42801e-01  2.80386e-02 -2.54372e+00  1.40780e-01 -2.43921e+00  2.61398e-02 -2.52556e+00  1.42061e-01 -2.43833e+00  3.71259e-01
   29 -2.27688e-01 -7.33341e-02  1.42564e-01  5.11875e-01  2.86099e-02 -2.83000e+00  1.41170e-01  1.29917e+00  2.61398e-02 -2.83972e+00  1.42061e-01  1.28938e+00  3.71259e-01
