
n = 1
   qf2(1) =       0.2459040159321176 2
   qf2(2) =       0.2459040159321176 2
   qf2(3) =       0.2459040159321176 2
   qf2(4) =       0.2459040159321176 2
   qd2(1) =      -0.2268387433160495 2
   qd2(2) =      -0.2268387433160495 2
   qd2(3) =      -0.2268387433160495 2
   qd2(4) =      -0.2268387433160495 2
   qd2(5) =      -0.2268387433160495 2
   qd2(6) =      -0.2268387433160495 2
   qf3(1) =       0.4976711155473851 2
   qf3(2) =       0.4976711155473851 2
   qf3(3) =       0.4976711155473851 2
   qf3(4) =       0.4976711155473851 2
   qd3(1) =      -0.2696754521582370 2
   qd3(2) =      -0.2696754521582370 2
   qd3(3) =      -0.2696754521582370 2
   qd3(4) =      -0.2696754521582370 2

n = 2
   qf2(1) =       0.2459040166424480 2
   qf2(2) =       0.2459040166424480 2
   qf2(3) =       0.2459040166424480 2
   qf2(4) =       0.2459040166424480 2
   qd2(1) =      -0.2268387435673688 2
   qd2(2) =      -0.2268387435673688 2
   qd2(3) =      -0.2268387435673688 2
   qd2(4) =      -0.2268387435673688 2
   qd2(5) =      -0.2268387435673688 2
   qd2(6) =      -0.2268387435673688 2
   qf3(1) =       0.4976711153903653 2
   qf3(2) =       0.4976711153903653 2
   qf3(3) =       0.4976711153903653 2
   qf3(4) =       0.4976711153903653 2
   qd3(1) =      -0.2696754520213787 2
   qd3(2) =      -0.2696754520213787 2
   qd3(3) =      -0.2696754520213787 2
   qd3(4) =      -0.2696754520213787 2

n = 3
   qf2(1) =       0.2459040156938832 2
   qf2(2) =       0.2459040156938832 2
   qf2(3) =       0.2459040156938832 2
   qf2(4) =       0.2459040156938832 2
   qd2(1) =      -0.2268387433699302 2
   qd2(2) =      -0.2268387433699302 2
   qd2(3) =      -0.2268387433699302 2
   qd2(4) =      -0.2268387433699302 2
   qd2(5) =      -0.2268387433699302 2
   qd2(6) =      -0.2268387433699302 2
   qf3(1) =       0.4976711154648358 2
   qf3(2) =       0.4976711154648358 2
   qf3(3) =       0.4976711154648358 2
   qf3(4) =       0.4976711154648358 2
   qd3(1) =      -0.2696754516737798 2
   qd3(2) =      -0.2696754516737798 2
   qd3(3) =      -0.2696754516737798 2
   qd3(4) =      -0.2696754516737798 2

n = 4
   qf2(1) =       0.2459040170368692 2
   qf2(2) =       0.2459040170368692 2
   qf2(3) =       0.2459040170368692 2
   qf2(4) =       0.2459040170368692 2
   qd2(1) =      -0.2268387436929624 2
   qd2(2) =      -0.2268387436929624 2
   qd2(3) =      -0.2268387436929624 2
   qd2(4) =      -0.2268387436929624 2
   qd2(5) =      -0.2268387436929624 2
   qd2(6) =      -0.2268387436929624 2
   qf3(1) =       0.4976711153168380 2
   qf3(2) =       0.4976711153168380 2
   qf3(3) =       0.4976711153168380 2
   qf3(4) =       0.4976711153168380 2
   qd3(1) =      -0.2696754519989578 2
   qd3(2) =      -0.2696754519989578 2
   qd3(3) =      -0.2696754519989578 2
   qd3(4) =      -0.2696754519989578 2

n = 5
   qf2(1) =       0.2459040176819967 2
   qf2(2) =       0.2459040176819967 2
   qf2(3) =       0.2459040176819967 2
   qf2(4) =       0.2459040176819967 2
   qd2(1) =      -0.2268387438467691 2
   qd2(2) =      -0.2268387438467691 2
   qd2(3) =      -0.2268387438467691 2
   qd2(4) =      -0.2268387438467691 2
   qd2(5) =      -0.2268387438467691 2
   qd2(6) =      -0.2268387438467691 2
   qf3(1) =       0.4976711152470845 2
   qf3(2) =       0.4976711152470845 2
   qf3(3) =       0.4976711152470845 2
   qf3(4) =       0.4976711152470845 2
   qd3(1) =      -0.2696754521604148 2
   qd3(2) =      -0.2696754521604148 2
   qd3(3) =      -0.2696754521604148 2
   qd3(4) =      -0.2696754521604148 2

n = 6
   qf2(1) =       0.2459040169122181 2
   qf2(2) =       0.2459040169122181 2
   qf2(3) =       0.2459040169122181 2
   qf2(4) =       0.2459040169122181 2
   qd2(1) =      -0.2268387436666540 2
   qd2(2) =      -0.2268387436666540 2
   qd2(3) =      -0.2268387436666540 2
   qd2(4) =      -0.2268387436666540 2
   qd2(5) =      -0.2268387436666540 2
   qd2(6) =      -0.2268387436666540 2
   qf3(1) =       0.4976711153269802 2
   qf3(2) =       0.4976711153269802 2
   qf3(3) =       0.4976711153269802 2
   qf3(4) =       0.4976711153269802 2
   qd3(1) =      -0.2696754519546744 2
   qd3(2) =      -0.2696754519546744 2
   qd3(3) =      -0.2696754519546744 2
   qd3(4) =      -0.2696754519546744 2

n = 7
   qf2(1) =       0.2459040179927745 2
   qf2(2) =       0.2459040179927745 2
   qf2(3) =       0.2459040179927745 2
   qf2(4) =       0.2459040179927745 2
   qd2(1) =      -0.2268387439206533 2
   qd2(2) =      -0.2268387439206533 2
   qd2(3) =      -0.2268387439206533 2
   qd2(4) =      -0.2268387439206533 2
   qd2(5) =      -0.2268387439206533 2
   qd2(6) =      -0.2268387439206533 2
   qf3(1) =       0.4976711152136868 2
   qf3(2) =       0.4976711152136868 2
   qf3(3) =       0.4976711152136868 2
   qf3(4) =       0.4976711152136868 2
   qd3(1) =      -0.2696754522389973 2
   qd3(2) =      -0.2696754522389973 2
   qd3(3) =      -0.2696754522389973 2
   qd3(4) =      -0.2696754522389973 2

n = 8
   qf2(1) =       0.2459040189908602 2
   qf2(2) =       0.2459040189908602 2
   qf2(3) =       0.2459040189908602 2
   qf2(4) =       0.2459040189908602 2
   qd2(1) =      -0.2268387441551389 2
   qd2(2) =      -0.2268387441551389 2
   qd2(3) =      -0.2268387441551389 2
