
  1 ksi2 = 1.5e-10  sl1 = -2.77481  sl2 =  0.52855  sl3 =  2.49238  sh1 =  1.80516  sh3 = -3.65203  sh4 = -0.93877 sm1a = -2.69071 sm1b = -2.19746  sm2 =  3.41709   DL = -0.49325

  2 ksi2 = 4.7e-10  sl1 = -3.49815  sl2 =  1.98512  sl3 = -0.23276  sh1 =  3.22740  sh3 =  0.57049  sh4 =  3.28928 sm1a = -2.61875 sm1b = -2.27839  sm2 =  3.42652   DL = -0.34036

  3 ksi2 = 1.1e-10  sl1 =  2.82896  sl2 =  0.60020  sl3 = -3.74639  sh1 = -2.73147  sh3 =  1.35196  sh4 =  2.93716 sm1a = -2.35038 sm1b = -2.58016  sm2 =  3.46169   DL =  0.22977

  4 ksi2 = 1.9e-10  sl1 = -2.68817  sl2 =  2.17468  sl3 =  3.36882  sh1 =  3.25745  sh3 =  1.14140  sh4 = -1.06359 sm1a = -2.29405 sm1b = -2.64351  sm2 =  3.46908   DL =  0.34946

  5 ksi2 = 1.9e-10  sl1 = -2.95917  sl2 = -2.97432  sl3 = -3.26211  sh1 = -1.13024  sh3 =  1.37525  sh4 =  3.37962 sm1a = -2.29493 sm1b = -2.64251  sm2 =  3.46896   DL =  0.34758

  6 ksi2 = 1.6e-10  sl1 = -2.55789  sl2 = -2.95004  sl3 = -2.80088  sh1 =  0.03309  sh3 =  0.67857  sh4 = -2.25728 sm1a = -2.24407 sm1b = -2.69970  sm2 =  3.47563   DL =  0.45562

  7 ksi2 = 4.9e-11  sl1 = -0.68070  sl2 =  2.31667  sl3 = -1.53331  sh1 =  1.31700  sh3 =  2.27296  sh4 = -2.36379 sm1a = -2.28750 sm1b = -2.65086  sm2 =  3.46993   DL =  0.36336

  8 ksi2 = 8.7e-10  sl1 = -1.13049  sl2 =  1.37052  sl3 =  3.28972  sh1 =  1.75450  sh3 =  2.98540  sh4 =  3.57256 sm1a = -2.41284 sm1b = -2.50993  sm2 =  3.45351   DL =  0.09709

  9 ksi2 = 6.4e-11  sl1 = -1.30903  sl2 = -2.02162  sl3 = -0.36088  sh1 =  0.79324  sh3 = -0.07862  sh4 = -1.44384 sm1a = -2.48774 sm1b = -2.42570  sm2 =  3.44369   DL = -0.06204

 10 ksi2 = 8.7e-11  sl1 = -3.42792  sl2 =  3.31936  sl3 =  2.31766  sh1 = -1.51453  sh3 =  1.67384  sh4 =  1.45278 sm1a = -2.27168 sm1b = -2.66865  sm2 =  3.47201   DL =  0.39697

 11 ksi2 = 5.1e-10  sl1 =  1.05276  sl2 = -2.74761  sl3 =  1.04533  sh1 = -2.88890  sh3 = -1.63929  sh4 = -0.69654 sm1a = -2.62868 sm1b = -2.26721  sm2 =  3.42522   DL = -0.36148

 12 ksi2 = 1.7e-10  sl1 =  0.34582  sl2 = -0.97957  sl3 = -3.36196  sh1 = -3.02727  sh3 =  3.33173  sh4 =  2.55268 sm1a = -2.33370 sm1b = -2.59891  sm2 =  3.46388   DL =  0.26521

 13 ksi2 = 5.7e-10  sl1 =  2.91541  sl2 =  2.24274  sl3 = -2.93807  sh1 = -2.57353  sh3 = -3.24722  sh4 = -0.84735 sm1a = -2.27578 sm1b = -2.66405  sm2 =  3.47147   DL =  0.38827

 14 ksi2 = 9.2e-11  sl1 = -0.89563  sl2 = -1.76705  sl3 = -3.12407  sh1 =  1.49251  sh3 = -1.99252  sh4 =  0.19191 sm1a = -2.51117 sm1b = -2.39936  sm2 =  3.44062   DL = -0.11181

 15 ksi2 = 7.3e-11  sl1 =  1.87880  sl2 = -2.25290  sl3 =  2.84471  sh1 =  0.89940  sh3 =  1.93846  sh4 = -1.11934 sm1a = -2.22961 sm1b = -2.71596  sm2 =  3.47752   DL =  0.48635

 16 ksi2 = 4.8e-11  sl1 = -0.28432  sl2 =  2.24771  sl3 = -2.84354  sh1 = -0.77741  sh3 =  0.47916  sh4 =  1.55383 sm1a = -2.36053 sm1b = -2.56874  sm2 =  3.46036   DL =  0.20821

 17 ksi2 = 2.4e-11  sl1 = -0.46891  sl2 = -1.25936  sl3 = -1.07788  sh1 =  2.37025  sh3 = -0.51535  sh4 = -2.14182 sm1a = -2.50978 sm1b = -2.40092  sm2 =  3.44080   DL = -0.10886

 18 ksi2 = 3.2e-10  sl1 =  2.99953  sl2 = -3.75911  sl3 = -2.97314  sh1 = -3.23986  sh3 = -0.70754  sh4 =  1.80667 sm1a = -2.62234 sm1b = -2.27434  sm2 =  3.42605   DL = -0.34799

 19 ksi2 = 7.4e-11  sl1 = -0.39373  sl2 =  0.16909  sl3 =  3.26258  sh1 =  1.23897  sh3 =  0.79040  sh4 = -0.13261 sm1a = -2.68295 sm1b = -2.20619  sm2 =  3.41811   DL = -0.47676

 20 ksi2 = 2.5e-10  sl1 = -1.27281  sl2 = -1.33348  sl3 = -2.48617  sh1 = -1.58731  sh3 =  0.29096  sh4 = -2.02182 sm1a = -2.61149 sm1b = -2.28654  sm2 =  3.42747   DL = -0.32495

 21 ksi2 = 2.4e-10  sl1 =  0.71985  sl2 = -1.47305  sl3 =  2.46190  sh1 =  1.22604  sh3 =  0.54457  sh4 =  2.79664 sm1a = -2.48113 sm1b = -2.43314  sm2 =  3.44456   DL = -0.04799

 22 ksi2 = 2.2e-10  sl1 = -0.21698  sl2 =  3.52735  sl3 = -1.33044  sh1 = -2.42856  sh3 = -0.49281  sh4 = -1.71345 sm1a = -2.45941 sm1b = -2.45756  sm2 =  3.44741   DL = -0.00185

 23 ksi2 = 2.1e-11  sl1 = -1.95949  sl2 =  0.81956  sl3 =  0.42143  sh1 =  0.45697  sh3 =  1.13239  sh4 = -1.23467 sm1a = -2.58896 sm1b = -2.31188  sm2 =  3.43043   DL = -0.27707

 24 ksi2 = 4.4e-11  sl1 =  3.68327  sl2 =  1.63209  sl3 =  0.65966  sh1 = -2.61666  sh3 =  3.53336  sh4 = -1.21629 sm1a = -2.49624 sm1b = -2.41614  sm2 =  3.44258   DL = -0.08010

 25 ksi2 = 3.1e-10  sl1 =  2.71626  sl2 = -1.54125  sl3 =  1.16622  sh1 = -0.59198  sh3 = -3.59783  sh4 =  0.09114 sm1a = -2.47462 sm1b = -2.44045  sm2 =  3.44541   DL = -0.03417

 26 ksi2 = 1.0e-10  sl1 =  3.49984  sl2 = -1.85307  sl3 =  2.84164  sh1 =  0.84096  sh3 =  0.82815  sh4 =  0.58482 sm1a = -2.34820 sm1b = -2.58262  sm2 =  3.46198   DL =  0.23442

 27 ksi2 = 5.2e-11  sl1 = -0.68328  sl2 =  2.26754  sl3 = -2.46687  sh1 = -1.22073  sh3 = -0.34391  sh4 =  1.11550 sm1a = -2.23796 sm1b = -2.70657  sm2 =  3.47643   DL =  0.46861

 28 ksi2 = 7.2e-11  sl1 =  0.89424  sl2 =  1.84042  sl3 = -2.98219  sh1 = -3.41173  sh3 =  3.62700  sh4 =  0.56293 sm1a = -2.55488 sm1b = -2.35020  sm2 =  3.43489   DL = -0.20468

 29 ksi2 = 1.2e-10  sl1 = -0.98471  sl2 = -3.45964  sl3 =  2.71663  sh1 = -1.53418  sh3 =  1.30049  sh4 =  1.95918 sm1a = -2.26372 sm1b = -2.67761  sm2 =  3.47305   DL =  0.41389

 30 ksi2 = 4.3e-11  sl1 =  1.46130  sl2 = -2.58544  sl3 = -3.47339  sh1 =  2.45549  sh3 =  1.10413  sh4 = -1.77164 sm1a = -2.50348 sm1b = -2.40800  sm2 =  3.44163   DL = -0.09549

 31 ksi2 = 7.1e-10  sl1 = -0.16296  sl2 = -3.04628  sl3 =  2.97057  sh1 =  3.29072  sh3 =  1.77352  sh4 =  3.34676 sm1a = -2.65742 sm1b = -2.23489  sm2 =  3.42145   DL = -0.42253

 32 ksi2 = 9.0e-11  sl1 =  0.77928  sl2 = -0.34386  sl3 =  1.11661  sh1 = -1.53457  sh3 =  1.29302  sh4 =  1.81728 sm1a = -2.28274 sm1b = -2.65622  sm2 =  3.47056   DL =  0.37347

 33 ksi2 = 4.1e-10  sl1 =  3.43576  sl2 = -3.07061  sl3 =  2.50826  sh1 =  2.10681  sh3 =  2.07924  sh4 =  1.55537 sm1a = -2.67046 sm1b = -2.22023  sm2 =  3.41974   DL = -0.45024

 34 ksi2 = 4.1e-10  sl1 =  0.08689  sl2 =  1.70082  sl3 =  1.96538  sh1 = -0.60796  sh3 =  3.69868  sh4 =  1.92475 sm1a = -2.50796 sm1b = -2.40296  sm2 =  3.44104   DL = -0.10501

 35 ksi2 = 1.1e-10  sl1 = -3.36647  sl2 = -3.11301  sl3 =  1.70269  sh1 =  2.00092  sh3 =  0.06741  sh4 =  1.33060 sm1a = -2.54400 sm1b = -2.36244  sm2 =  3.43632   DL = -0.18155

 36 ksi2 = 6.9e-11  sl1 =  2.54577  sl2 =  2.81956  sl3 =  0.42154  sh1 =  0.45907  sh3 =  1.17215  sh4 = -0.47933 sm1a = -2.30176 sm1b = -2.63483  sm2 =  3.46807   DL =  0.33307

 37 ksi2 = 3.6e-10  sl1 =  2.76120  sl2 = -0.68736  sl3 =  2.19006  sh1 =  3.66097  sh3 =  1.20822  sh4 =  0.20601 sm1a = -2.54879 sm1b = -2.35704  sm2 =  3.43569   DL = -0.19175

