 -10.000  -2.500  2.11266e-01  7.12909e-02 1.0
 -10.000  -2.250  2.10253e-01  7.16102e-02 1.0
 -10.000  -2.000  2.09618e-01  7.19256e-02 1.0
 -10.000  -1.750  2.09263e-01  7.22374e-02 1.0
 -10.000  -1.500  2.09112e-01  7.25461e-02 1.0
 -10.000  -1.250  2.09103e-01  7.28523e-02 1.0
 -10.000  -1.000  2.09188e-01  7.31563e-02 1.0
 -10.000  -0.750  2.09329e-01  7.34582e-02 1.0
 -10.000  -0.500  2.09500e-01  7.37582e-02 1.0
 -10.000  -0.250  2.09679e-01  7.40559e-02 1.0
 -10.000   0.000  2.09851e-01  7.43507e-02 1.0
 -10.000   0.250  2.10005e-01  7.46419e-02 1.0
 -10.000   0.500  2.10131e-01  7.49284e-02 1.0
 -10.000   0.750  2.10225e-01  7.52091e-02 1.0
 -10.000   1.000  2.10281e-01  7.54827e-02 1.0
 -10.000   1.250  2.10295e-01  7.57481e-02 1.0
 -10.000   1.500  2.10268e-01  7.60042e-02 1.0
 -10.000   1.750  2.10197e-01  7.62503e-02 1.0
 -10.000   2.000  2.10086e-01  7.64863e-02 1.0
 -10.000   2.250  2.09941e-01  7.67129e-02 1.0
 -10.000   2.500  2.09771e-01  7.69316e-02 1.0

  -9.000  -2.500  2.10922e-01  7.11302e-02 1.0
  -9.000  -2.250  2.09982e-01  7.14559e-02 1.0
  -9.000  -2.000  2.09413e-01  7.17771e-02 1.0
  -9.000  -1.750  2.09120e-01  7.20943e-02 1.0
  -9.000  -1.500  2.09025e-01  7.24083e-02 1.0
  -9.000  -1.250  2.09067e-01  7.27198e-02 1.0
  -9.000  -1.000  2.09198e-01  7.30291e-02 1.0
  -9.000  -0.750  2.09381e-01  7.33367e-02 1.0
  -9.000  -0.500  2.09590e-01  7.36427e-02 1.0
  -9.000  -0.250  2.09804e-01  7.39468e-02 1.0
  -9.000   0.000  2.10008e-01  7.42484e-02 1.0
  -9.000   0.250  2.10191e-01  7.45469e-02 1.0
  -9.000   0.500  2.10345e-01  7.48411e-02 1.0
