 -15.000  -6.000  6.20537e-02  4.05116e-01 1.0
 -15.000  -5.400  5.58793e-02  4.04663e-01 1.0
 -15.000  -4.800  5.11358e-02  4.04622e-01 1.0
 -15.000  -4.200  4.74547e-02  4.04855e-01 1.0
 -15.000  -3.600  4.45856e-02  4.05251e-01 1.0
 -15.000  -3.000  4.23572e-02  4.05722e-01 1.0
 -15.000  -2.400  4.06526e-02  4.06198e-01 1.0
 -15.000  -1.800  3.93926e-02  4.06623e-01 1.0
 -15.000  -1.200  3.85247e-02  4.06957e-01 1.0
 -15.000  -0.600  3.80159e-02  4.07168e-01 1.0
 -15.000   0.000  3.78483e-02  4.07241e-01 1.0
 -15.000   0.600  3.80159e-02  4.07168e-01 1.0
 -15.000   1.200  3.85247e-02  4.06957e-01 1.0
 -15.000   1.800  3.93926e-02  4.06623e-01 1.0
 -15.000   2.400  4.06526e-02  4.06198e-01 1.0
 -15.000   3.000  4.23572e-02  4.05722e-01 1.0
 -15.000   3.600  4.45856e-02  4.05251e-01 1.0
 -15.000   4.200  4.74547e-02  4.04855e-01 1.0
 -15.000   4.800  5.11358e-02  4.04622e-01 1.0
 -15.000   5.400  5.58793e-02  4.04663e-01 1.0
 -15.000   6.000  6.20537e-02  4.05116e-01 1.0

 -13.500  -6.000  5.67640e-02  4.01996e-01 1.0
 -13.500  -5.400  5.14776e-02  4.01858e-01 1.0
 -13.500  -4.800  4.74526e-02  4.02066e-01 1.0
 -13.500  -4.200  4.43560e-02  4.02487e-01 1.0
 -13.500  -3.600  4.19613e-02  4.03022e-01 1.0
 -13.500  -3.000  4.01140e-02  4.03593e-01 1.0
 -13.500  -2.400  3.87089e-02  4.04137e-01 1.0
 -13.500  -1.800  3.76748e-02  4.04608e-01 1.0
 -13.500  -1.200  3.69647e-02  4.04969e-01 1.0
 -13.500  -0.600  3.65493e-02  4.05196e-01 1.0
 -13.500   0.000  3.64126e-02  4.05273e-01 1.0
 -13.500   0.600  3.65493e-02  4.05196e-01 1.0
 -13.500   1.200  3.69647e-02  4.04969e-01 1.0
