 -15.000  -6.000  2.12609e-01  6.27793e-02 1.0
 -15.000  -5.400  2.11804e-01  6.47284e-02 1.0
 -15.000  -4.800  2.11229e-01  6.65896e-02 1.0
 -15.000  -4.200  2.10741e-01  6.84185e-02 1.0
 -15.000  -3.600  2.10251e-01  7.02275e-02 1.0
 -15.000  -3.000  2.09723e-01  7.19891e-02 1.0
 -15.000  -2.400  2.09161e-01  7.36390e-02 1.0
 -15.000  -1.800  2.08612e-01  7.50851e-02 1.0
 -15.000  -1.200  2.08142e-01  7.62219e-02 1.0
 -15.000  -0.600  2.07823e-01  7.69512e-02 1.0
 -15.000   0.000  2.07710e-01  7.72027e-02 1.0
 -15.000   0.600  2.07823e-01  7.69512e-02 1.0
 -15.000   1.200  2.08142e-01  7.62219e-02 1.0
 -15.000   1.800  2.08612e-01  7.50851e-02 1.0
 -15.000   2.400  2.09161e-01  7.36390e-02 1.0
 -15.000   3.000  2.09723e-01  7.19891e-02 1.0
 -15.000   3.600  2.10251e-01  7.02275e-02 1.0
 -15.000   4.200  2.10741e-01  6.84185e-02 1.0
 -15.000   4.800  2.11229e-01  6.65896e-02 1.0
 -15.000   5.400  2.11804e-01  6.47284e-02 1.0
 -15.000   6.000  2.12609e-01  6.27793e-02 1.0

 -13.500  -6.000  2.12903e-01  6.31209e-02 1.0
 -13.500  -5.400  2.12125e-01  6.50893e-02 1.0
 -13.500  -4.800  2.11553e-01  6.69334e-02 1.0
 -13.500  -4.200  2.11058e-01  6.87018e-02 1.0
 -13.500  -3.600  2.10568e-01  7.04059e-02 1.0
 -13.500  -3.000  2.10053e-01  7.20237e-02 1.0
 -13.500  -2.400  2.09523e-01  7.35052e-02 1.0
 -13.500  -1.800  2.09019e-01  7.47795e-02 1.0
 -13.500  -1.200  2.08597e-01  7.57669e-02 1.0
 -13.500  -0.600  2.08314e-01  7.63942e-02 1.0
 -13.500   0.000  2.08215e-01  7.66095e-02 1.0
 -13.500   0.600  2.08314e-01  7.63942e-02 1.0
 -13.500   1.200  2.08597e-01  7.57669e-02 1.0
 -13.500   1.800  2.09019e-01  7.47795e-02 1.0
 -13.500   2.400  2.09523e-01  7.35052e-02 1.0
 -13.500   3.000  2.10053e-01  7.20237e-02 1.0
 -13.500   3.600  2.10568e-01  7.04059e-02 1.0
 -13.500   4.200  2.11058e-01  6.87018e-02 1.0
 -13.500   4.800  2.11553e-01  6.69334e-02 1.0
 -13.500   5.400  2.12125e-01  6.50893e-02 1.0
 -13.500   6.000  2.12903e-01  6.31209e-02 1.0

 -12.000  -6.000  2.13141e-01  6.35450e-02 1.0
 -12.000  -5.400  2.12404e-01  6.54905e-02 1.0
 -12.000  -4.800  2.11843e-01  6.72860e-02 1.0
 -12.000  -4.200  2.11351e-01  6.89737e-02 1.0
 -12.000  -3.600  2.10867e-01  7.05642e-02 1.0
 -12.000  -3.000  2.10372e-01  7.20415e-02 1.0
 -12.000  -2.400  2.09876e-01  7.33675e-02 1.0
 -12.000  -1.800  2.09415e-01  7.44891e-02 1.0
 -12.000  -1.200  2.09036e-01  7.53469e-02 1.0
 -12.000  -0.600  2.08786e-01  7.58870e-02 1.0
 -12.000   0.000  2.08698e-01  7.60715e-02 1.0
 -12.000   0.600  2.08786e-01  7.58870e-02 1.0
 -12.000   1.200  2.09036e-01  7.53469e-02 1.0
 -12.000   1.800  2.09415e-01  7.44891e-02 1.0
 -12.000   2.400  2.09876e-01  7.33675e-02 1.0
 -12.000   3.000  2.10372e-01  7.20415e-02 1.0
 -12.000   3.600  2.10867e-01  7.05642e-02 1.0
 -12.000   4.200  2.11351e-01  6.89737e-02 1.0
 -12.000   4.800  2.11843e-01  6.72860e-02 1.0
 -12.000   5.400  2.12404e-01  6.54905e-02 1.0
 -12.000   6.000  2.13141e-01  6.35450e-02 1.0

 -10.500  -6.000  2.13326e-01  6.40199e-02 1.0
 -10.500  -5.400  2.12638e-01  6.59095e-02 1.0
 -10.500  -4.800  2.12096e-01  6.76334e-02 1.0
 -10.500  -4.200  2.11613e-01  6.92276e-02 1.0
 -10.500  -3.600  2.11143e-01  7.07023e-02 1.0
 -10.500  -3.000  2.10671e-01  7.20465e-02 1.0
 -10.500  -2.400  2.10210e-01  7.32322e-02 1.0
 -10.500  -1.800  2.09791e-01  7.42202e-02 1.0
 -10.500  -1.200  2.09451e-01  7.49672e-02 1.0
 -10.500  -0.600  2.09229e-01  7.54337e-02 1.0
 -10.500   0.000  2.09152e-01  7.55925e-02 1.0
 -10.500   0.600  2.09229e-01  7.54337e-02 1.0
 -10.500   1.200  2.09451e-01  7.49672e-02 1.0
 -10.500   1.800  2.09791e-01  7.42202e-02 1.0
 -10.500   2.400  2.10210e-01  7.32322e-02 1.0
 -10.500   3.000  2.10671e-01  7.20465e-02 1.0
 -10.500   3.600  2.11143e-01  7.07023e-02 1.0
 -10.500   4.200  2.11613e-01  6.92276e-02 1.0
 -10.500   4.800  2.12096e-01  6.76334e-02 1.0
 -10.500   5.400  2.12638e-01  6.59095e-02 1.0
 -10.500   6.000  2.13326e-01  6.40199e-02 1.0

  -9.000  -6.000  2.13461e-01  6.45220e-02 1.0
  -9.000  -5.400  2.12823e-01  6.63322e-02 1.0
  -9.000  -4.800  2.12307e-01  6.79695e-02 1.0
  -9.000  -4.200  2.11840e-01  6.94638e-02 1.0
  -9.000  -3.600  2.11388e-01  7.08250e-02 1.0
  -9.000  -3.000  2.10943e-01  7.20460e-02 1.0
  -9.000  -2.400  2.10517e-01  7.31070e-02 1.0
  -9.000  -1.800  2.10136e-01  7.39795e-02 1.0
  -9.000  -1.200  2.09832e-01  7.46323e-02 1.0
  -9.000  -0.600  2.09635e-01  7.50372e-02 1.0
  -9.000   0.000  2.09567e-01  7.51745e-02 1.0
  -9.000   0.600  2.09635e-01  7.50372e-02 1.0
  -9.000   1.200  2.09832e-01  7.46323e-02 1.0
  -9.000   1.800  2.10136e-01  7.39795e-02 1.0
  -9.000   2.400  2.10517e-01  7.31070e-02 1.0
  -9.000   3.000  2.10943e-01  7.20460e-02 1.0
  -9.000   3.600  2.11388e-01  7.08250e-02 1.0
  -9.000   4.200  2.11840e-01  6.94638e-02 1.0
  -9.000   4.800  2.12307e-01  6.79695e-02 1.0
  -9.000   5.400  2.12823e-01  6.63322e-02 1.0
  -9.000   6.000  2.13461e-01  6.45220e-02 1.0

  -7.500  -6.000  2.13545e-01  6.50354e-02 1.0
  -7.500  -5.400  2.12959e-01  6.67516e-02 1.0
  -7.500  -4.800  2.12472e-01  6.82939e-02 1.0
  -7.500  -4.200  2.12026e-01  6.96868e-02 1.0
  -7.500  -3.600  2.11597e-01  7.09396e-02 1.0
  -7.500  -3.000  2.11180e-01  7.20483e-02 1.0
  -7.500  -2.400  2.10787e-01  7.29994e-02 1.0
  -7.500  -1.800  2.10442e-01  7.37726e-02 1.0
  -7.500  -1.200  2.10170e-01  7.43459e-02 1.0
  -7.500  -0.600  2.09995e-01  7.46991e-02 1.0
  -7.500   0.000  2.09935e-01  7.48185e-02 1.0
  -7.500   0.600  2.09995e-01  7.46991e-02 1.0
  -7.500   1.200  2.10170e-01  7.43459e-02 1.0
  -7.500   1.800  2.10442e-01  7.37726e-02 1.0
  -7.500   2.400  2.10787e-01  7.29994e-02 1.0
  -7.500   3.000  2.11180e-01  7.20483e-02 1.0
  -7.500   3.600  2.11597e-01  7.09396e-02 1.0
  -7.500   4.200  2.12026e-01  6.96868e-02 1.0
  -7.500   4.800  2.12472e-01  6.82939e-02 1.0
  -7.500   5.400  2.12959e-01  6.67516e-02 1.0
  -7.500   6.000  2.13545e-01  6.50354e-02 1.0

  -6.000  -6.000  2.13577e-01  6.55505e-02 1.0
  -6.000  -5.400  2.13044e-01  6.71653e-02 1.0
  -6.000  -4.800  2.12587e-01  6.86095e-02 1.0
  -6.000  -4.200  2.12166e-01  6.99030e-02 1.0
  -6.000  -3.600  2.11761e-01  7.10543e-02 1.0
  -6.000  -3.000  2.11373e-01  7.20618e-02 1.0
  -6.000  -2.400  2.11014e-01  7.29165e-02 1.0
  -6.000  -1.800  2.10701e-01  7.36045e-02 1.0
  -6.000  -1.200  2.10458e-01  7.41106e-02 1.0
  -6.000  -0.600  2.10303e-01  7.44207e-02 1.0
  -6.000   0.000  2.10250e-01  7.45252e-02 1.0
  -6.000   0.600  2.10303e-01  7.44207e-02 1.0
