# Tracking with TRACY# (Floquet space)
#
#  1   512 1.0E+00 1.0E+00 0.0E+00 0.0E+00 2.67533 1.34800
#    N     x^          px^          y^          py^          delta          cdt
#                                                                   [%]           [mm]
#
 355  1.5574884244356360e-04 -1.6617294698240443e-04 -1.9753120505419594e-03 -1.5917439127138972e-05  0.0000000000000000e+00 -3.3087637705950373e-01
 356  2.6783362324239539e-04  1.8970630562178443e-04  1.2535155540917017e-03  1.6086612091143922e-03  0.0000000000000000e+00 -3.3458668986228729e-01
 357  3.7776671143827422e-05 -6.9922917971818281e-06  7.4289505589409202e-04 -1.8397526268832682e-03  0.0000000000000000e+00 -3.2945720707982595e-01
 358  1.7377550861592014e-04 -1.7622382354210396e-04 -1.9511692829077588e-03  5.2441058748632359e-04  0.0000000000000000e+00 -3.3203596780577777e-01
 359  2.2384216835006363e-04  2.0325592562015645e-04  1.6347383098746461e-03  1.2825938520278646e-03  0.0000000000000000e+00 -3.3685813137216952e-01
 360  4.1714165253351111e-05 -3.4736243400081795e-05  2.0080400629484595e-04 -1.9506609470374375e-03  0.0000000000000000e+00 -3.3387840568170241e-01
 361  2.4709033051742663e-04 -1.7226179151488334e-04 -1.8050992396076804e-03  1.0086914863113375e-03  0.0000000000000000e+00 -3.3324856240469258e-01
 362  1.5058312078104790e-04  2.2654751427235009e-04  1.8751162873637086e-03  8.5592414842193814e-04  0.0000000000000000e+00 -3.3825436790165564e-01
 363  3.5476724263149675e-05 -7.8760149689887694e-05 -3.5424508779947119e-04 -1.9322985525954271e-03  0.0000000000000000e+00 -3.3860051021993276e-01
 364  3.2183217795220747e-04 -1.6152095067578621e-04 -1.5194687443101530e-03  1.4036392780941863e-03  0.0000000000000000e+00 -3.3505051532407698e-01
 365  9.5002439385304924e-05  2.3856153000709692e-04  1.9753899745051651e-03  3.5054815195579100e-04  0.0000000000000000e+00 -3.3917696394507618e-01
 366  1.5029148185832879e-05 -9.3996369439478669e-05 -8.8160220302122363e-04 -1.7814950081355304e-03  0.0000000000000000e+00 -3.4291156960007241e-01
 367  3.5613592429799832e-04 -1.6650657977878924e-04 -1.0970535103649996e-03  1.6900285440694985e-03  0.0000000000000000e+00 -3.3764454322577109e-01
 368  1.0734848277684673e-04  2.3527210342503275e-04  1.9540737205402340e-03 -1.9735446101321624e-04  0.0000000000000000e+00 -3.4032444954483687e-01
 369 -3.6890929158849193e-05 -5.4762442655639738e-05 -1.3394904745487816e-03 -1.4964312701682162e-03  0.0000000000000000e+00 -3.4627593108052951e-01
 370  3.4166696160506426e-04 -2.0975723861080262e-04 -5.7040520030844026e-04  1.8604384918429176e-03  0.0000000000000000e+00 -3.4102256638296158e-01
 371  2.0298115839772999e-04  2.2303619901739298e-04  1.8256572977921068e-03 -7.3526889700354693e-04  0.0000000000000000e+00 -3.4223994110303163e-01
 372 -1.2126277106488443e-04  3.0962491782123433e-05 -1.6882358113138271e-03 -1.0915895755790378e-03  0.0000000000000000e+00 -3.4839511703323517e-01
 373  2.9719488217992506e-04 -2.9125748413536305e-04  3.6589770400444160e-06  1.9157149873790310e-03  0.0000000000000000e+00 -3.4514480502102651e-01
 374  3.4732134721225736e-04  2.0488390763679637e-04  1.5857057404759717e-03 -1.2068969829750796e-03  0.0000000000000000e+00 -3.4503270648309670e-01
 375 -2.0783037703811646e-04  1.3543196184100063e-04 -1.8969584408339239e-03 -5.9590124834447836e-04  0.0000000000000000e+00 -3.4922910022505310e-01
 376  2.3610386871757936e-04 -3.8138762841939862e-04  5.6269636586700846e-04  1.8479073961568315e-03  0.0000000000000000e+00 -3.4975686865501621e-01
 377  4.8438508005176447e-04  1.7601424069861376e-04  1.2202182020409186e-03 -1.5670157841540416e-03  0.0000000000000000e+00 -3.4845094260690224e-01
 378 -2.4930197540983597e-04  2.3547294638142513e-04 -1.9508734391170803e-03 -4.5346833690432718e-05  0.0000000000000000e+00 -3.4937910190690918e-01
 379  1.4936028210090415e-04 -4.4166894030494370e-04  1.0557441658307722e-03  1.6370377645352630e-03  0.0000000000000000e+00 -3.5439073646039959e-01
 380  5.7635246472777550e-04  1.2924117026741927e-04  7.3031025897701471e-04 -1.7910445994442508e-03  0.0000000000000000e+00 -3.5211728343879267e-01
 381 -2.1415177678474754e-04  3.2377131826697304e-04 -1.8551970480183010e-03  5.1555633743492334e-04  0.0000000000000000e+00 -3.5000834964159599e-01
 382  3.0353323027934255e-05 -4.5361784652464960e-04  1.4527007092046242e-03  1.2794541767825211e-03  0.0000000000000000e+00 -3.5857602416221207e-01
 383  6.2020971543371892e-04  6.5360678202716125e-05  1.5231423248110212e-04 -1.8820457059673546e-03  0.0000000000000000e+00 -3.5577731383234568e-01
 384 -1.1533769860845614e-04  3.9630722957573048e-04 -1.6268669010313520e-03  1.0356076061128479e-03  0.0000000000000000e+00 -3.5201966387205569e-01
 385 -9.5014681939212383e-05 -4.2549199744324986e-04  1.7424291966378410e-03  8.0521281077121040e-04  0.0000000000000000e+00 -3.6179462187821276e-01
 386  6.2606654772424692e-04  2.6034756485677822e-08 -4.4683428681377061e-04 -1.8548484514986441e-03  0.0000000000000000e+00 -3.5937165673458610e-01
 387  1.6505380816415211e-07  4.3725545020109689e-04 -1.2834841880969372e-03  1.4645626844185852e-03  0.0000000000000000e+00 -3.5548597600963933e-01
 388 -1.7688436683138936e-04 -3.7432768084758397e-04  1.9175703139311143e-03  2.6394957439937949e-04  0.0000000000000000e+00 -3.6363479570572993e-01
 389  5.8816222151682380e-04 -4.8213981519929888e-05 -9.9265107589469720e-04 -1.7078112632830137e-03  0.0000000000000000e+00 -3.6292377006240778e-01
 390  9.1603543428721493e-05  4.2681355779166145e-04 -8.4108898140431234e-04  1.7612919297782545e-03  0.0000000000000000e+00 -3.5996056418710715e-01
 391 -1.8135080498255733e-04 -3.0732790041348475e-04  1.9632971501852637e-03 -2.9054759143456505e-04  0.0000000000000000e+00 -3.6433146678468198e-01
 392  4.9552639125887451e-04 -7.6461991132807674e-05 -1.4277375340818119e-03 -1.4304210074226895e-03  0.0000000000000000e+00 -3.6633178956251317e-01
 393  1.5201136939199802e-04  3.6472749619721973e-04 -3.2214802933665444e-04  1.9096452924978718e-03  0.0000000000000000e+00 -3.6493312827357027e-01
 394 -1.2075018596942104e-04 -2.2438018748151164e-04  1.8615071614193355e-03 -8.1062019454672678e-04  0.0000000000000000e+00 -3.6481209755847255e-01
 395  3.6417943129142273e-04 -9.5642865968092729e-05 -1.7295739816177325e-03 -1.0291818410102687e-03  0.0000000000000000e+00 -3.6929645609654582e-01
 396  1.9690368142309862e-04  2.8177004268307288e-04  2.3782833381379308e-04  1.9220674881208866e-03  0.0000000000000000e+00 -3.6980158795547302e-01
 397 -3.9848971593603032e-05 -1.3644183542436026e-04  1.6068407891941931e-03 -1.2605346497822560e-03  0.0000000000000000e+00 -3.6605096343945748e-01
 398  2.4229977093110099e-04 -1.1580563720640578e-04 -1.9066513055687798e-03 -5.3242412633848057e-04  0.0000000000000000e+00 -3.7158544858813780e-01
 399  2.2957916865875408e-04  2.2070933450672758e-04  7.9055261041484771e-04  1.8149920445108090e-03  0.0000000000000000e+00 -3.7398453218698718e-01
 400  1.9602028430685553e-05 -7.0662799114133517e-05  1.2166583475637573e-03 -1.6126023947400092e-03  0.0000000000000000e+00 -3.6847392774272197e-01
 401  1.8349663411126120e-04 -1.3738741001917111e-04 -1.9767852564953727e-03  1.3739686630225725e-05  0.0000000000000000e+00 -3.7321921300268257e-01
 402  2.3107087402907947e-04  2.0480834530125225e-04  1.2793247677736830e-03  1.5931028666068545e-03  0.0000000000000000e+00 -3.7719953483169860e-01
 403  4.2379594832177257e-05 -5.2600482308450900e-05  7.2705983356560169e-04 -1.8458280295164352e-03  0.0000000000000000e+00 -3.7204056312661959e-01
 404  2.0790598786602310e-04 -1.5221090416344361e-04 -1.9435356861704817e-03  5.5243965105949370e-04  0.0000000000000000e+00 -3.7446195055105441e-01
 405  1.8757713441545012e-04  2.2488219167432486e-04  1.6539549086926517e-03  1.2602687744992240e-03  0.0000000000000000e+00 -3.7940633250687983e-01
 406  4.0732000459157291e-05 -8.2158443595236371e-05  1.8340622545480489e-04 -1.9516909638718958e-03  0.0000000000000000e+00 -3.7648508365439631e-01
 407  2.8553883165842654e-04 -1.5347299910531360e-04 -1.7901747291144950e-03  1.0329848038119205e-03  0.0000000000000000e+00 -3.7580545116074371e-01
 408  1.1685067913242470e-04  2.5385421527558813e-04  1.8869506091923854e-03  8.2924265464963073e-04  0.0000000000000000e+00 -3.8070349551552213e-01
 409  2.9766704114344984e-05 -1.2635638172098316e-04 -3.7027072250071373e-04 -1.9290089862164018e-03  0.0000000000000000e+00 -3.8124804998718587e-01
 410  3.6214304086939326e-04 -1.4803292592471473e-04 -1.4982293391934136e-03  1.4219742984964371e-03  0.0000000000000000e+00 -3.7772747986833638e-01
 411  6.5663160049434017e-05  2.7042142493781222e-04  1.9782771307464901e-03  3.2177311012432087e-04  0.0000000000000000e+00 -3.8154957077836593e-01
 412  4.0007182136591826e-06 -1.4013418576266096e-04 -8.9388011158290231e-04 -1.7723576664104370e-03  0.0000000000000000e+00 -3.8560928371624953e-01
 413  3.9625364130803045e-04 -1.5782827682800577e-04 -1.0696220228403090e-03  1.7006026573090267e-03  0.0000000000000000e+00 -3.8038262837282466e-01
 414  8.3443327932061721e-05  2.7066475905873286e-04  1.9463443377288718e-03 -2.2643461156066839e-04  0.0000000000000000e+00 -3.8269597778829273e-01
 415 -5.3756488782183027e-05 -9.8215464206625553e-05 -1.3469957104373553e-03 -1.4792647864780839e-03  0.0000000000000000e+00 -3.8901427557014084e-01
 416  3.8028833888608272e-04 -2.0473181156111317e-04 -5.3701261938761424e-04  1.8626127968824314e-03  0.0000000000000000e+00 -3.8374279014846008e-01
 417  1.8409349201892097e-04  2.6053835285107664e-04  1.8063691480182621e-03 -7.6316824229136064e-04  0.0000000000000000e+00 -3.8469843233136602e-01
 418 -1.4240203167269501e-04 -9.0084858212127700e-06 -1.6913227352721809e-03 -1.0654424532890367e-03  0.0000000000000000e+00 -3.9113686388524460e-01
 419  3.3313949240108571e-04 -2.8826918492994865e-04  4.1407825240966401e-05  1.9097068210288523e-03  0.0000000000000000e+00 -3.8778080479808730e-01
 420  3.3188350891864512e-04  2.4191930101671752e-04  1.5550859061853088e-03 -1.2317982556921867e-03  0.0000000000000000e+00 -3.8761948686562864e-01
 421 -2.2935792620466675e-04  9.9852193392591646e-05 -1.8962346909310445e-03 -5.6171592072209900e-04  0.0000000000000000e+00 -3.9191633638456791e-01
 422  2.6731209627123785e-04 -3.7932441770499755e-04  6.0106135297121233e-04  1.8332832224024118e-03  0.0000000000000000e+00 -3.9227993832603891e-01
 423  4.7113509086725574e-04  2.0945716763317188e-04  1.1795575793375284e-03 -1.5862072987967862e-03  0.0000000000000000e+00 -3.9114176695008546e-01
 424 -2.6718503955560231e-04  2.0578148543961099e-04 -1.9458496507685423e-03 -6.1355399298625305e-06  0.0000000000000000e+00 -3.9197050892102825e-01
 425  1.7375428907998101e-04 -4.4126939862464219e-04  1.0895919032097067e-03  1.6128711315082178e-03  0.0000000000000000e+00 -3.9682132830060907e-01
 426  5.6595503217469741e-04  1.5747207201538576e-04  6.8213511191456079e-04 -1.8019247599931584e-03  0.0000000000000000e+00 -3.9486779316064607e-01
 427 -2.2778765416483067e-04  3.0150372577164141e-04 -1.8438975632610220e-03  5.5514047212735596e-04  0.0000000000000000e+00 -3.9250850056588982e-01
 428  4.8447076238721728e-05 -4.5745830271980712e-04  1.4781284205541505e-03  1.2464146840795696e-03  0.0000000000000000e+00 -4.0096330098504379e-01
 429  6.1491681608925137e-04  9.0017917160130410e-05  1.0078629023885924e-04 -1.8837435616322693e-03  0.0000000000000000e+00 -3.9855038009375293e-01
 430 -1.2847560367665746e-04  3.8165767026514914e-04 -1.6070567180507458e-03  1.0708810714045753e-03  0.0000000000000000e+00 -3.9446227681955104e-01
 431 -7.9308728786616810e-05 -4.3627861209387966e-04  1.7585314753114597e-03  7.6619196930485659e-04  0.0000000000000000e+00 -4.0418122763953179e-01
 432  6.2692925377844035e-04  2.5147449009121654e-05 -4.9659620232420608e-04 -1.8475680566580846e-03  0.0000000000000000e+00 -4.0212952873176599e-01
 433 -1.7219394234641391e-05  4.2868414458595945e-04 -1.2547345544491268e-03  1.4920878307843168e-03  0.0000000000000000e+00 -3.9791120061057339e-01
 434 -1.5896388148399555e-04 -3.9332115591813878e-04  1.9258886652218979e-03  2.2344352890756692e-04  0.0000000000000000e+00 -4.0605885022926924e-01
 435  5.9406938615611329e-04 -1.9488745824067226e-05 -1.0358650639300210e-03 -1.6921941078946216e-03  0.0000000000000000e+00 -4.0563337507659714e-01
 436  6.7760247656084200e-05  4.2230347494576556e-04 -8.0591468919738582e-04  1.7794713916046844e-03  0.0000000000000000e+00 -4.0242090326170044e-01
 437 -1.5994939038818404e-04 -3.3403135182329726e-04  1.9659735089357974e-03 -3.2742146721980792e-04  0.0000000000000000e+00 -4.0682595843096936e-01
 438  5.0554275740873121e-04 -4.4090763771349029e-05 -1.4611468131363625e-03 -1.4084913061353974e-03  0.0000000000000000e+00 -4.0896015199572489e-01
 439  1.2263278243035324e-04  3.6355634427752588e-04 -2.8526733690567650e-04  1.9188533461368996e-03  0.0000000000000000e+00 -4.0747377289281339e-01
 440 -9.8978824048124144e-05 -2.5744548043679161e-04  1.8597430112713023e-03 -8.3993222417335560e-04  0.0000000000000000e+00 -4.0738126537938385e-01
 441  3.7905315285435007e-04 -6.2097309415831280e-05 -1.7516353991636354e-03 -1.0037299030091062e-03  0.0000000000000000e+00 -4.1181906179228089e-01
 442  1.6398349474510099e-04  2.8497833571004637e-04  2.7198348523257878e-04  1.9230595531456770e-03  0.0000000000000000e+00 -4.1242899613856482e-01
 443 -2.2217079037270158e-05 -1.7460525629057271e-04  1.6007586419446568e-03 -1.2806002624446706e-03  0.0000000000000000e+00 -4.0866917752520704e-01
 444  2.6351093552947767e-04 -8.4141195167206607e-05 -1.9171992498138754e-03 -5.0556230247643527e-04  0.0000000000000000e+00 -4.1403211415778651e-01
 445  1.9453308121197851e-04  2.2990938374560824e-04  8.1955756834937955e-04  1.8077744307215227e-03  0.0000000000000000e+00 -4.1666841168804186e-01
 446  3.0278847870633773e-05 -1.1295339457620229e-04  1.2062353918182228e-03 -1.6238899774077425e-03  0.0000000000000000e+00 -4.1111653182531999e-01
 447  2.1182375323052977e-04 -1.0968806490220622e-04 -1.9770180510578178e-03  4.0525590345259807e-05  0.0000000000000000e+00 -4.1567809923004090e-01
 448  1.9504678481927894e-04  2.2093186885938012e-04  1.3025101299341960e-03  1.5780802510385709e-03  0.0000000000000000e+00 -4.1988672049430459e-01
 449  4.6046545903056320e-05 -9.8102731485358129e-05  7.1335867811705652e-04 -1.8504644863590342e-03  0.0000000000000000e+00 -4.1470706674648883e-01
 450  2.4257477857726135e-04 -1.2940001461508481e-04 -1.9355115279688551e-03  5.7757514556794549e-04  0.0000000000000000e+00 -4.1702225337703225e-01
 451  1.5216443184857037e-04  2.4776743914291748e-04  1.6711558643266184e-03  1.2391960001738929e-03  0.0000000000000000e+00 -4.2203982148437968e-01
 452  3.8930950219675034e-05 -1.2971439253042086e-04  1.6882347228513582e-04 -1.9520490038373581e-03  0.0000000000000000e+00 -4.1919420037616056e-01
 453  3.2457308088412886e-04 -1.3581202292453612e-04 -1.7757737036991738e-03  1.0545527403841438e-03  0.0000000000000000e+00 -4.1850906927106374e-01
 454  8.3824894902899427e-05  2.8250907738490953e-04  1.8973038203191773e-03  8.0453218894460784e-04  0.0000000000000000e+00 -4.2325408385297114e-01
 455  2.3450256892146960e-05 -1.7457333276965569e-04 -3.8296907959450198e-04 -1.9257273931951300e-03  0.0000000000000000e+00 -4.2402210929543560e-01
 456  4.0330989387354704e-04 -1.3523530105486543e-04 -1.4783636658490034e-03  1.4379231641858511e-03  0.0000000000000000e+00 -4.2055915392404269e-01
 457  3.6422219582374877e-05  3.0362594840570387e-04  1.9800938366491753e-03  2.9556723679953668e-04  0.0000000000000000e+00 -4.2404202269723029e-01
 458 -7.2354459378593042e-06 -1.8760317836830095e-04 -9.0268600665845426e-04 -1.7639055444262483e-03  0.0000000000000000e+00 -4.2845930235656848e-01
 459  4.3769871215054343e-04 -1.4897560493197623e-04 -1.0442647731304926e-03  1.7093128374312727e-03  0.0000000000000000e+00 -4.2327992413981907e-01
 460  5.8599502026512361e-05  3.0736425253746004e-04  1.9379260529377930e-03 -2.5260959051599943e-04  0.0000000000000000e+00 -4.2520304819855370e-01
 461 -7.0229025009505000e-05 -1.4380118142570206e-04 -1.3513775788633231e-03 -1.4635377595668150e-03  0.0000000000000000e+00 -4.3192938764108790e-01
 462  4.2073111281923001e-04 -1.9836183787717368e-04 -5.0618038672790855e-04  1.8635740249811014e-03  0.0000000000000000e+00 -4.2662100998542246e-01
 463  1.6309453264485947e-04  2.9930992009216814e-04  1.7869269235715412e-03 -7.8817260214409019e-04  0.0000000000000000e+00 -4.2730134218473803e-01
 464 -1.6250765846491887e-04 -5.1868128126439788e-05 -1.6921152811456648e-03 -1.0415331427960685e-03  0.0000000000000000e+00 -4.3407692460460828e-01
 465  3.7122808377625907e-04 -2.8275560156024859e-04  7.6379344021944079e-05  1.9031684044312092e-03  0.0000000000000000e+00 -4.3056812852902709e-01
 466  3.1335701271655237e-04  2.8018186805443297e-04  1.5251411184107042e-03 -1.2541072472773923e-03  0.0000000000000000e+00 -4.3035234027230002e-01
 467 -2.4941294197388151e-04  6.0778879527281131e-05 -1.8944111587374300e-03 -5.3055628866534831e-04  0.0000000000000000e+00 -4.3481712334917866e-01
 468  3.0081310058174013e-04 -3.7391795346582721e-04  6.3668608577542043e-04  1.8188849626778667e-03  0.0000000000000000e+00 -4.3494651784440092e-01
 469  4.5421808545766064e-04  2.4403605164837407e-04  1.1406959325466939e-03 -1.6033062200091653e-03  0.0000000000000000e+00 -4.3397795647691950e-01
 470 -2.8358987849874353e-04  1.7219962070976795e-04 -1.9410584432222159e-03  2.9353502966688973e-05  0.0000000000000000e+00 -4.3477806131018093e-01
 471  2.0058866101124154e-04 -4.3728485856017795e-04  1.1209556985548618e-03  1.5898990342787889e-03  0.0000000000000000e+00 -4.3938894828464725e-01
 472  5.5173497805235906e-04  1.8669715698559324e-04  6.3699844309858251e-04 -1.8113727693688433e-03  0.0000000000000000e+00 -4.3776511764415454e-01
 473 -2.4038462192410906e-04  2.7512704123347785e-04 -1.8340509523791166e-03  5.9059264258161175e-04  0.0000000000000000e+00 -4.3521241088643942e-01
 474  6.9170185946829037e-05 -4.5786964246415053e-04  1.5015080157553590e-03  1.2156583764896948e-03  0.0000000000000000e+00 -4.4348085946310362e-01
 475  6.0586635421987331e-04  1.1548548409393308e-04  5.3287610375285464e-05 -1.8847410102975368e-03  0.0000000000000000e+00 -4.4147119798008355e-01
 476 -1.4102139932738663e-04  3.6284977736137107e-04 -1.5897459045273480e-03  1.1020934564812846e-03  0.0000000000000000e+00 -4.3708666339909885e-01
 477 -6.1009415263720266e-05 -4.4385577625320744e-04  1.7731279716593125e-03  7.3037368787898271e-04  0.0000000000000000e+00 -4.4669207207036354e-01
 478  6.2421981772616767e-04  5.0739236738740675e-05 -5.4190344059201496e-04 -1.8403552495587791e-03  0.0000000000000000e+00 -4.4503203426377280e-01
 479 -3.4030332907971146e-05  4.1617759067422134e-04 -1.2294125067798291e-03  1.5161508516950890e-03  0.0000000000000000e+00 -4.4049461689759051e-01
 480 -1.3899048563238678e-04 -4.0927431537150267e-04  1.9332944020399817e-03  1.8671125309893788e-04  0.0000000000000000e+00 -4.4860215082720578e-01
 481  5.9688252505459948e-04  9.1889822335209886e-06 -1.0748398463886067e-03 -1.6775882545518113e-03  0.0000000000000000e+00 -4.4848015130584390e-01
 482  4.4861422177238748e-05  4.1444654791462427e-04 -7.7494463220428899e-04  1.7952253220497854e-03  0.0000000000000000e+00 -4.4501718906271104e-01
 483 -1.3740992302389528e-04 -3.5793162319150065e-04  1.9683585874618191e-03 -3.6038919783009797e-04  0.0000000000000000e+00 -4.4943273871153450e-01
 484  5.1323840969277532e-04 -1.2243406902681780e-05 -1.4909970758610772e-03 -1.3886138051889022e-03  0.0000000000000000e+00 -4.5171740822009004e-01
 485  9.4549534687501854e-05  3.5987391924373460e-04 -2.5303560350445282e-04  1.9267822832456317e-03  0.0000000000000000e+00 -4.5012974322075033e-01
 486 -7.6838755919978724e-05 -2.8808149817998661e-04  1.8583681528872224e-03 -8.6561379113212888e-04  0.0000000000000000e+00 -4.5005482435352184e-01
 487  3.9232889774673622e-04 -2.9307742761868151e-05 -1.7709934256236314e-03 -9.8119630378023246e-04  0.0000000000000000e+00 -4.5446911065220447e-01
 488  1.3241636090367945e-04  2.8644093146389289e-04  3.0149342890166257e-04  1.9237262528077562e-03  0.0000000000000000e+00 -4.5515717002156603e-01
 489 -4.5196784256422095e-06 -2.1074139430956760e-04  1.5958148738765081e-03 -1.2975897749189626e-03  0.0000000000000000e+00 -4.5138816951603983e-01
 490  2.8350435013530157e-04 -5.3202642808573951e-05 -1.9259088039528078e-03 -4.8217675567344928e-04  0.0000000000000000e+00 -4.5661436780132814e-01
 491  1.6071278489532774e-04  2.3785384819751166e-04  8.4432517883231781e-04  1.8010272346265517e-03  0.0000000000000000e+00 -4.5944858494100649e-01
 492  4.1112634614045493e-05 -1.5355016079761233e-04  1.1977253318289527e-03 -1.6328416126879012e-03  0.0000000000000000e+00 -4.5386360416740473e-01
 493  2.3897961288998963e-04 -8.2534350762284486e-05 -1.9762453406706976e-03  6.3630548325205403e-05  0.0000000000000000e+00 -4.5828575315950981e-01
 494  1.6011801544262545e-04  2.3605325298916926e-04  1.3221675298715344e-03  1.5642820055203649e-03  0.0000000000000000e+00 -4.6267630221759093e-01
 495  5.0121059402426883e-05 -1.4223560359562115e-04  7.0228176109780785e-04 -1.8535910154803218e-03  0.0000000000000000e+00 -4.5748823312987547e-01
 496  2.7605957632358396e-04 -1.0689358119827898e-04 -1.9273007512291293e-03  5.9918287405239705e-04  0.0000000000000000e+00 -4.5974449668345219e-01
 497  1.1765941984400183e-04  2.6981020883428140e-04  1.6856894974917626e-03  1.2200383585026318e-03  0.0000000000000000e+00 -4.6479080538945616e-01
 498  3.7782646675991536e-05 -1.7639197678168388e-04  1.5740914157512883e-04 -1.9516891787225909e-03  0.0000000000000000e+00 -4.6203372800320808e-01
 499  3.6265261254123912e-04 -1.1810232267173532e-04 -1.7620131586101690e-03  1.0730333006320702e-03  0.0000000000000000e+00 -4.6138627364156604e-01
 500  5.1248354580816302e-05  3.1049455209659405e-04  1.9058614679947588e-03  7.8231981293605806e-04  0.0000000000000000e+00 -4.6594250278252869e-01
 501  1.8061351478783553e-05 -2.2271171013533216e-04 -3.9219538180236178e-04 -1.9224983762271646e-03  0.0000000000000000e+00 -4.6694754855443132e-01
 502  4.4411730980165926e-04 -1.2178906641346270e-04 -1.4599590761703010e-03  1.4514250215899632e-03  0.0000000000000000e+00 -4.6357564108088878e-01
 503  6.7364881581872504e-06  3.3639479353171127e-04  1.9809168693006481e-03  2.7230969668205128e-04  0.0000000000000000e+00 -4.6669118199179527e-01
 504 -1.7115646066696860e-05 -2.3609534087273653e-04 -9.0802838665060017e-04 -1.7563721047065882e-03  0.0000000000000000e+00 -4.7148583163492369e-01
 505  4.7967134449773989e-04 -1.3854145071499159e-04 -1.0211270662223869e-03  1.7163394811963509e-03  0.0000000000000000e+00 -4.6637201857136945e-01
 506  3.2015927613993069e-05  3.4393361266854707e-04  1.9292351405697827e-03 -2.7559596620054243e-04  0.0000000000000000e+00 -4.6787790888703196e-01
 507 -8.4768948522984954e-05 -1.9167514398068337e-04 -1.3526846351470600e-03 -1.4497077732108976e-03  0.0000000000000000e+00 -4.7504900206024359e-01
 508  4.6264321085276363e-04 -1.8918718819811259e-04 -4.7813721790853286e-04  1.8636307227054292e-03  0.0000000000000000e+00 -4.6969860511232653e-01
 509  1.3892990008012272e-04  3.3833320055832235e-04  1.7679554313437694e-03 -8.1005350668535310e-04  0.0000000000000000e+00 -4.7007412535721060e-01
 510 -1.8014010728833305e-04 -9.8275747985514743e-05 -1.6906626187243898e-03 -1.0205125996476752e-03  0.0000000000000000e+00 -4.7725150004064826e-01
 511  4.1155244540729225e-04 -2.7313790527889228e-04  1.0833486096137615e-04  1.8964768256972354e-03  0.0000000000000000e+00 -4.7355225656021499e-01
 512  2.9041983007569463e-04  3.1910390759563043e-04  1.4966086887546648e-03 -1.2736853103945747e-03  0.0000000000000000e+00 -4.7325288005343297e-01
